Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
22593,I Am Alive and You Are Dead: A Journey into the Mind of Philip K. Dick,Emmanuel Carrère,"Carrère, Emmanuel",Timothy Bent,"=""0805054642""","=""9780805054644""",5,4.03,Metropolitan Books,Hardcover,336,2004,1993,,2009/06/09,"biography, p-k-dick","biography (#4), p-k-dick (#27)",read,,,,1,0
756108,Our Friends from Frolix 8,Philip K. Dick,"Dick, Philip K.",,"=""0375719342""","=""9780375719349""",5,3.58,Vintage,Paperback,224,2009,1970,,2009/06/09,"science-fiction, novels, p-k-dick","science-fiction (#76), novels (#136), p-k-dick (#18)",read,,,,1,0
2905348,The Cosmic Puppets,Philip K. Dick,"Dick, Philip K.",,"=""0425062767""","=""9780425062760""",5,3.47,Berkley Publishing Group,Mass Market Paperback,186,1983,1957,,2009/06/09,"science-fiction, p-k-dick","science-fiction (#65), p-k-dick (#11)",read,,,,1,0
22586,The Crack in Space,Philip K. Dick,"Dick, Philip K.",,"=""1400030064""","=""9781400030064""",5,3.47,Vintage,Paperback,188,2005,1966,,2009/06/09,"science-fiction, novels, p-k-dick","science-fiction (#82), novels (#144), p-k-dick (#26)",read,,,,1,0
226477,The Zap Gun,Philip K. Dick,"Dick, Philip K.",Zoltán Pék,"=""0375719369""","=""9780375719363""",3,3.42,Vintage,Paperback,256,2002,1967,,2009/06/09,"science-fiction, novels, p-k-dick","science-fiction (#31), novels (#114), p-k-dick (#7)",read,,,,1,0
216361,The World Jones Made,Philip K. Dick,"Dick, Philip K.",,"=""0679742190""","=""9780679742197""",5,3.64,Vintage,Paperback,199,1993,1956,,2009/06/09,"science-fiction, novels, p-k-dick","science-fiction (#63), novels (#117), p-k-dick (#9)",read,,,,1,0
92504,Solar Lottery,Philip K. Dick,"Dick, Philip K.",,"=""0575074558""","=""9780575074552""",3,3.49,Gollancz,Paperback,188,2003,1955,,2009/06/09,"science-fiction, novels, p-k-dick","science-fiction (#75), novels (#135), p-k-dick (#17)",read,,,,1,0
156723,Counter-Clock World,Philip K. Dick,"Dick, Philip K.",,"=""0375719334""","=""9780375719332""",5,3.55,Vintage,Paperback,218,2002,1967,,2009/06/09,"science-fiction, novels","science-fiction (#25), novels (#134)",read,,,,1,0
22582,"Lies, Inc.",Philip K. Dick,"Dick, Philip K.",,"=""1400030080""","=""9781400030088""",4,3.16,Vintage,Paperback,202,2004,1983,,2009/06/09,"science-fiction, novels, p-k-dick","science-fiction (#16), novels (#101), p-k-dick (#6)",read,,,,1,0
964806,The Game-Players of Titan,Philip K. Dick,"Dick, Philip K.",,"=""0722129599""","=""9780722129593""",5,3.65,Sphere,Paperback,157,1973,1963,,2009/06/09,"science-fiction, novels, p-k-dick","science-fiction (#20), novels (#59), p-k-dick (#10)",read,,,,1,0
216399,A Maze of Death,Philip K. Dick,"Dick, Philip K.",,"=""0679752986""","=""9780679752981""",3,3.80,Vintage,Paperback,192,1994,1970,,2009/06/09,"science-fiction, novels, p-k-dick","science-fiction (#74), novels (#133), p-k-dick (#16)",read,,,,1,0
216378,Now Wait for Last Year,Philip K. Dick,"Dick, Philip K.",,"=""0679742204""","=""9780679742203""",5,3.88,Vintage,Paperback,230,1993,1966,,2009/06/09,"science-fiction, novels, p-k-dick","science-fiction (#38), novels (#143), p-k-dick (#25)",read,,,,1,0
498123,Galactic Pot-Healer,Philip K. Dick,"Dick, Philip K.",,"=""0679752978""","=""9780679752974""",5,3.61,Vintage,Paperback,177,1994,1969,,2009/06/09,"science-fiction, novels, p-k-dick","science-fiction (#30), novels (#108), p-k-dick (#2)",read,,,,1,0
41064,The Penultimate Truth,Philip K. Dick,"Dick, Philip K.",,"=""0575074817""","=""9780575074811""",5,3.78,Gollancz,Paperback,191,2005,1964,,2009/06/09,"science-fiction, novels, p-k-dick","science-fiction (#78), novels (#67), p-k-dick (#22)",read,,,,1,0
400270,We Can Build You,Philip K. Dick,"Dick, Philip K.",,"=""067975296X""","=""9780679752967""",5,3.55,Vintage,Paperback,256,1994,1972,,2009/06/09,"science-fiction, novels, p-k-dick","science-fiction (#34), novels (#2), p-k-dick (#15)",read,,,,1,0
5998075,Clans of the Alphane Moon,Philip K. Dick,"Dick, Philip K.",Ed Valigursky,"=""""","=""""",5,3.74,Ace Books (NY),Paperback,189,1964,1964,,2009/06/09,"science-fiction, novels","science-fiction (#23), novels (#127)",read,,,,1,0
216381,Eye in the Sky,Philip K. Dick,"Dick, Philip K.",,"=""0020315902""","=""9780020315902""",5,3.74,Collier Books,Paperback,255,1989,1957,,2009/06/09,"science-fiction, novels, p-k-dick","science-fiction (#55), novels (#107), p-k-dick (#1)",read,,,,1,0
22592,The Collected Stories of Philip K. Dick 1: The Short Happy Life of the Brown Oxford,Philip K. Dick,"Dick, Philip K.","Roger Zelazny, Steven Owen Godersky","=""0806511532""","=""9780806511535""",5,4.17,Citadel,Paperback,432,2002,1987,,2009/06/09,"science-fiction, short-stories","science-fiction (#36), short-stories (#21)",read,,,,1,0
883589,Dr. Bloodmoney,Philip K. Dick,"Dick, Philip K.",,"=""088184389X""","=""9780881843897""",5,3.69,Carroll & Graf Publishers,Paperback,304,1988,1965,,2009/06/09,"science-fiction, novels","science-fiction (#54), novels (#88)",read,,,,1,0
65030,Confessions of a Crap Artist,Philip K. Dick,"Dick, Philip K.",,"=""0679741143""","=""9780679741145""",3,3.69,Vintage,Paperback,256,1992,1975,,2009/06/09,"literature, novels, p-k-dick, fiction","literature (#77), novels (#42), p-k-dick (#4), fiction (#40)",read,,,,1,0
22583,The Minority Report,Philip K. Dick,"Dick, Philip K.",James Tiptree Jr.,"=""0806523794""","=""9780806523798""",5,4.18,Citadel,Paperback,380,2002,1987,,2009/06/09,"science-fiction, short-stories, p-k-dick","science-fiction (#35), short-stories (#20), p-k-dick (#21)",read,,,,1,0
22581,The Collected Stories of Philip K. Dick 2: We Can Remember it for You Wholesale,Philip K. Dick,"Dick, Philip K.",Norman Spinrad,"=""0806512091""","=""9780806512099""",5,4.21,Citadel,Paperback,396,2002,1987,,2009/06/09,"science-fiction, short-stories, p-k-dick","science-fiction (#28), short-stories (#27), p-k-dick (#29)",read,,,,1,0
226475,Radio Free Albemuth,Philip K. Dick,"Dick, Philip K.",,"=""0679781374""","=""9780679781370""",3,3.81,Vintage,Paperback,214,1998,1985,,2009/06/09,"science-fiction, novels, p-k-dick","science-fiction (#62), novels (#116), p-k-dick (#8)",read,,,,1,0
895525,Time Out of Joint,Philip K. Dick,"Dick, Philip K.",,"=""0140096329""","=""9780140096323""",5,3.86,Penguin Books,Paperback,187,1988,1959,,2009/06/09,"science-fiction, novels, p-k-dick","science-fiction (#33), novels (#126), p-k-dick (#13)",read,,,,1,0
697251,Martian Time-Slip,Philip K. Dick,"Dick, Philip K.",,"=""0679761675""","=""9780679761679""",5,3.77,Vintage,Paperback,262,1995,1964,,2009/06/09,"science-fiction, novels, p-k-dick","science-fiction (#59), novels (#112), p-k-dick (#3)",read,,,,1,0
156724,The Collected Stories of Philip K. Dick 4: The Minority Report,Philip K. Dick,"Dick, Philip K.",,"=""0806512768""","=""9780806512761""",5,4.18,Citadel Press,Paperback,396,1996,1987,,2009/06/09,"science-fiction, short-stories","science-fiction (#73), short-stories (#17)",read,,,,1,0
2463772,"The Divine Invasion (VALIS Trilogy, #2)",Philip K. Dick,"Dick, Philip K.",,"=""0671417762""","=""9780671417765""",5,3.82,Simon & Schuster (NY),Hardcover,216,1981,1981,,2009/06/09,"science-fiction, novels, p-k-dick","science-fiction (#27), novels (#139), p-k-dick (#20)",read,,,,1,0
106585,The Transmigration of Timothy Archer,Philip K. Dick,"Dick, Philip K.",,"=""0679734449""","=""9780679734444""",4,3.88,Vintage,Paperback,255,1991,1982,,2009/06/09,"science-fiction, novels","science-fiction (#32), novels (#121)",read,,,,1,0
883629,The Three Stigmata of Palmer Eldritch,Philip K. Dick,"Dick, Philip K.",,"=""0532122968""","=""9780532122968""",5,4.01,Manor Books,Paperback,191,1975,1965,,2009/06/09,"science-fiction, novels, p-k-dick","science-fiction (#81), novels (#17), p-k-dick (#24)",read,,,,1,0
22584,"Flow My Tears, the Policeman Said",Philip K. Dick,"Dick, Philip K.",Chris     Moore,"=""1857983416""","=""9781857983418""",5,3.92,Gollancz  ,Paperback,204,2001,1974,,2009/06/09,"science-fiction, novels, p-k-dick","science-fiction (#72), novels (#132), p-k-dick (#14)",read,,,,1,0
216377,VALIS,Philip K. Dick,"Dick, Philip K.",,"=""0679734465""","=""9780679734468""",5,3.92,Vintage Books,Paperback,242,2004,1981,,2009/06/09,"science-fiction, novels","science-fiction (#77), novels (#138)",read,,,,1,0
1913753,Ubik,Philip K. Dick,"Dick, Philip K.",,"=""0879978597""","=""9780879978594""",5,4.10,DAW,Paperback,176,1983,1969,,2009/06/09,"science-fiction, novels","science-fiction (#2), novels (#120)",read,,,,1,0
14817,A Scanner Darkly,Philip K. Dick,"Dick, Philip K.",,"=""057507681X""","=""9780575076815""",5,4.02,Gollancz,Paperback,219,2006,1977,,2009/06/09,"science-fiction, novels, p-k-dick","science-fiction (#37), novels (#142), p-k-dick (#23)",read,,,,1,0
2905378,The Man in the High Castle,Philip K. Dick,"Dick, Philip K.",,"=""0244151806""","=""9780244151805""",4,3.61,Putnam,Hardcover,239,1962,1962,,2009/06/09,"science-fiction, novels","science-fiction (#68), novels (#125)",read,,,,1,0
7082,Do Androids Dream of Electric Sheep?,Philip K. Dick,"Dick, Philip K.",Roger Zelazny,"=""0345404475""","=""9780345404473""",5,4.09,Del Rey / Ballantine Books,Paperback,244,1996,1968,,2009/06/09,"science-fiction, novels, p-k-dick","science-fiction (#40), novels (#148), p-k-dick (#28)",read,,,,1,0
737498,Jitterbug Perfume,Tom Robbins,"Robbins, Tom",,"=""0553050680""","=""9780553050684""",5,4.22,Bantam,Hardcover,342,1984,1984,,2009/06/09,"literature, novels, fiction","literature (#60), novels (#58), fiction (#55)",read,,,,1,0
12573,The Edna Webster Collection of Undiscovered Writing,Richard Brautigan,"Brautigan, Richard",Keith Abbott,"=""0395974690""","=""9780395974698""",3,3.63,Mariner Books,Paperback,144,1999,1999,,2009/06/09,"short-stories, brautigan","short-stories (#29), brautigan (#18)",read,,,,1,0
12574,Tokyo-Montana Express,Richard Brautigan,"Brautigan, Richard",Robert Pépin,"=""2267002892""","=""9782267002898""",5,3.96,Christian Bourgois,Paperback,302,1981,1980,,2009/06/09,"literature, novels, brautigan, fiction","literature (#22), novels (#50), brautigan (#10), fiction (#47)",read,,,,1,0
1123312,So the Wind Won't Blow It All Away,Richard Brautigan,"Brautigan, Richard",,"=""0440081955""","=""9780440081951""",5,4.05,Delacorte Press/Seymour Lawrence,Hardcover,131,1982,1982,,2009/06/09,"literature, novels, brautigan, fiction","literature (#15), novels (#28), brautigan (#1), fiction (#26)",read,,,,1,0
76552,Rommel Drives on Deep Into Egypt,Richard Brautigan,"Brautigan, Richard",,"=""0385288646""","=""9780385288644""",3,4.05,Dell Publishing Co. Inc.,,85,1970,1970,,2009/06/09,"poetry, brautigan","poetry (#3), brautigan (#9)",read,,,,1,0
12571,An Unfortunate Woman,Richard Brautigan,"Brautigan, Richard",,"=""0312277105""","=""9780312277109""",5,3.80,St. Martin's Griffin,Paperback,132,2001,1994,,2009/06/09,"literature, novels, brautigan, fiction","literature (#29), novels (#65), brautigan (#17), fiction (#60)",read,,,,1,0
1056198,در رؤیای بابل,Richard Brautigan,"Brautigan, Richard","پیام یزدانجو, دامون آذری, آرمان سلطان‌زاده","=""""","=""""",5,3.79,نشر چشمه,Paperback,238,2011,1977,,2009/06/09,"literature, novels, brautigan, fiction","literature (#25), novels (#49), brautigan (#12), fiction (#46)",read,,,,1,0
379499,Sombrero Fallout,Richard Brautigan,"Brautigan, Richard",,"=""0099391104""","=""9780099391104""",5,4.08,,,187,,1976,,2009/06/09,"literature, novels, brautigan, fiction","literature (#20), novels (#41), brautigan (#7), fiction (#39)",read,,,,1,0
88013,Willard and His Bowling Trophies,Richard Brautigan,"Brautigan, Richard",,"=""0671220659""","=""9780671220655""",4,3.85, New York: Simon and Schuster,Hardcover,167,1975,1975,,2009/06/09,"literature, novels, brautigan, fiction","literature (#19), novels (#84), brautigan (#6), fiction (#84)",read,,,,1,0
117336,The Pill vs. the Springhill Mine Disaster,Richard Brautigan,"Brautigan, Richard",,"=""0224619330""","=""9780224619332""",3,4.08,,Paperback,108,1970,1968,,2009/06/09,"poetry, brautigan","poetry (#1), brautigan (#3)",read,,,,1,0
302666,The Hawkline Monster,Richard Brautigan,"Brautigan, Richard",,"=""0671221566""","=""9780671221560""",5,3.86,Touchstone,Paperback,216,1975,1974,,2009/06/09,"literature, novels, brautigan, fiction","literature (#24), novels (#90), brautigan (#11), fiction (#89)",read,,,,1,0
12570,A Confederate General from Big Sur / Dreaming of Babylon / The Hawkline Monster,Richard Brautigan,"Brautigan, Richard",,"=""0395547032""","=""9780395547038""",5,4.24,Houghton Mifflin / Seymour Lawrence,Paperback,608,1991,1964,,2009/06/09,"literature, novels, brautigan, fiction","literature (#28), novels (#48), brautigan (#16), fiction (#45)",read,,,,1,0
248343,Revenge of the Lawn,Richard Brautigan,"Brautigan, Richard",,"=""0671209612""","=""9780671209612""",5,4.10,Simon & Schuster,Paperback,174,1971,1971,,2009/06/09,"literature, short-stories, brautigan, fiction","literature (#27), short-stories (#23), brautigan (#15), fiction (#61)",read,,,,1,0
12569,Revenge of the Lawn / The Abortion / So the Wind Won't Blow it All Away,Richard Brautigan,"Brautigan, Richard",,"=""0395706742""","=""9780395706749""",5,4.29,Houghton Mifflin / Seymour Lawrence,Paperback,544,1995,1979,,2009/06/09,"literature, novels, brautigan, fiction","literature (#16), novels (#35), brautigan (#2), fiction (#33)",read,,,,1,0
160588,The Abortion,Richard Brautigan,"Brautigan, Richard",,"=""0224007793""","=""9780224007795""",5,3.97,Vintage/Ebury (Random House Group),Hardcover,226,1973,1971,,2009/06/09,"literature, novels, brautigan, fiction","literature (#5), novels (#1), brautigan (#13), fiction (#1)",read,,,,1,0
63914,Trout Fishing In America,Richard Brautigan,"Brautigan, Richard",,"=""0440591260""","=""9780440591269""",5,3.76,"Dell Publishing Co., Inc.",Paperback,112,1980,1967,,2009/06/09,"literature, novels, brautigan, fiction","literature (#21), novels (#44), brautigan (#8), fiction (#42)",read,,,,1,0
12568,Trout Fishing in America / The Pill vs. the Springhill Mine Disaster / In Watermelon Sugar,Richard Brautigan,"Brautigan, Richard",,"=""0395500761""","=""9780395500767""",5,4.15,Houghton Mifflin/Seymour Lawrence,Paperback,400,1989,1967,,2009/06/09,"literature, novels, brautigan, fiction","literature (#18), novels (#77), brautigan (#5), fiction (#72)",read,,,,1,0
337621,Images Are Dangerous,Rob Brezsny,"Brezsny, Rob",,"=""0937310220""","=""9780937310229""",5,3.50,Jazz Press,Paperback,80,1985,1985,,2009/06/09,"philosophy, poetry","philosophy (#29), poetry (#2)",read,,,,1,0
92343,The Televisionary Oracle,Rob Brezsny,"Brezsny, Rob",,"=""1583940006""","=""9781583940006""",5,3.85,Frog Books,Paperback,496,2000,2000,,2009/06/09,"philosophy, novels","philosophy (#33), novels (#83)",read,,,,1,0
137022,Pronoia is the Antidote for Paranoia: How the Whole World is Conspiring to Shower You With Blessings,Rob Brezsny,"Brezsny, Rob",,"=""1583941231""","=""9781583941232""",5,4.24,Frog,Paperback,296,2005,1999,,2009/06/09,philosophy,philosophy (#28),read,,,,1,0
